cores,lithography,base_frequency,tdp,max_temp,sku,cache_size,processor_performance,socket_group,memory_group,brand
2.0,14.0,1900.0,25.0,100.0,195330,2048.0,Low Tier,BGA,DDR4,1
2.0,14.0,2400.0,35.0,100.0,195332,2048.0,Low Tier,BGA,DDR4,1
2.0,14.0,3400.0,58.0,100.0,199268,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3200.0,35.0,100.0,199270,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3500.0,58.0,100.0,199290,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3000.0,35.0,100.0,203890,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3200.0,58.0,100.0,203897,2048.0,Low Tier,LGA,DDR4,1
2.0,14.0,3300.0,35.0,100.0,201886,4096.0,Low Tier,LGA,DDR4,1
2.0,14.0,3600.0,58.0,100.0,201887,4096.0,Low Tier,LGA,DDR4,1
6.0,14.0,4100.0,125.0,100.0,199315,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,4100.0,125.0,100.0,199311,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2900.0,65.0,100.0,199278,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,3100.0,65.0,100.0,199277,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2000.0,35.0,100.0,199276,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2300.0,35.0,100.0,199275,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,3300.0,65.0,100.0,199273,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2900.0,65.0,100.0,199271,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2400.0,35.0,100.0,199279,12288.0,Mid Tier,LGA,DDR4,1
4.0,10.0,2000.0,28.0,100.0,196594,6144.0,Mid Tier,BGA,LPDDR4,1
4.0,14.0,1700.0,15.0,100.0,201892,6144.0,Mid Tier,BGA,DDR3,1
4.0,14.0,2400.0,45.0,100.0,208016,8192.0,Mid Tier,BGA,DDR4,1
6.0,14.0,2500.0,45.0,100.0,201905,12288.0,Mid Tier,BGA,DDR4,1
6.0,14.0,3200.0,65.0,100.0,201891,12288.0,Mid Tier,LGA,DDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208922,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208657,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208658,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,1500.0,15.0,100.0,208078,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,1500.0,15.0,100.0,208081,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208660,8192.0,Mid Tier,BGA,LPDDR4,1
8.0,10.0,3200.0,140.0,81.0,215286,12288.0,High Tier,LGA,DDR4,1
32.0,10.0,2800.0,265.0,82.0,217216,49152.0,High Tier,LGA,DDR4,1
2.0,14.0,2100.0,15.0,100.0,198391,4096.0,Mid Tier,BGA,DDR3,1
4.0,14.0,4000.0,91.0,100.0,191126,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3700.0,62.0,100.0,134886,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3200.0,35.0,82.0,134875,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3100.0,35.0,82.0,134871,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,4000.0,91.0,100.0,186606,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3600.0,65.0,100.0,190886,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3700.0,62.0,100.0,191793,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3600.0,65.0,100.0,134870,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3100.0,65.0,100.0,194374,6144.0,Mid Tier,LGA,Other,1
4.0,14.0,1600.0,25.0,100.0,194375,6144.0,Mid Tier,BGA,DDR4,1
4.0,14.0,2200.0,35.0,100.0,194376,6144.0,Mid Tier,LGA,Other,1
2.0,10.0,1200.0,15.0,100.0,196588,4096.0,Mid Tier,Other,LPDDR4,1
2.0,14.0,1000.0,7.0,100.0,196455,4096.0,Mid Tier,Other,DDR3,1
2.0,14.0,2100.0,15.0,100.0,196451,4096.0,Mid Tier,BGA,DDR3,1
4.0,14.0,3800.0,65.0,100.0,199280,8192.0,Mid Tier,LGA,DDR4,1
2.0,14.0,1800.0,10.5,88.0,204839,4096.0,Low Tier,Other,DDR4,1
2.0,14.0,2000.0,15.0,105.0,128991,4096.0,Low Tier,BGA,LPDDR4,1
4.0,10.0,1100.0,6.0,105.0,212330,4096.0,Low Tier,BGA,LPDDR4,1
4.0,10.0,2000.0,10.0,105.0,212327,4096.0,Low Tier,BGA,LPDDR4,1
10.0,14.0,3000.0,140.0,67.3,94456,25600.0,High Tier,LGA,DDR4,1
8.0,14.0,3600.0,140.0,99.0,123767,11264.0,High Tier,LGA,DDR4,1
4.0,14.0,4300.0,112.0,100.0,121499,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,3500.0,140.0,100.0,123589,8448.0,High Tier,LGA,DDR4,1
10.0,14.0,3300.0,140.0,95.0,123613,14080.0,High Tier,LGA,DDR4,1
4.0,14.0,4000.0,112.0,100.0,121500,6144.0,High Tier,LGA,DDR4,1
12.0,14.0,2900.0,140.0,95.0,126240,16896.0,High Tier,LGA,DDR4,1
18.0,14.0,2600.0,165.0,94.0,126699,25344.0,High Tier,LGA,DDR4,1
16.0,14.0,2800.0,165.0,98.0,126697,22528.0,High Tier,LGA,DDR4,1
14.0,14.0,3100.0,165.0,102.0,126695,19712.0,High Tier,LGA,DDR4,1
12.0,14.0,3500.0,165.0,92.0,189127,19712.0,High Tier,LGA,DDR4,1
18.0,14.0,3000.0,165.0,84.0,189126,25344.0,High Tier,LGA,DDR4,1
14.0,14.0,3300.0,165.0,88.0,189125,19712.0,High Tier,LGA,DDR4,1
10.0,14.0,3500.0,165.0,92.0,189124,19712.0,High Tier,LGA,DDR4,1
16.0,14.0,3100.0,165.0,85.0,189123,22528.0,High Tier,LGA,DDR4,1
8.0,14.0,3800.0,165.0,95.0,189122,16896.0,High Tier,LGA,DDR4,1
10.0,14.0,3300.0,165.0,92.0,189121,16896.0,High Tier,LGA,DDR4,1
12.0,14.0,3500.0,165.0,94.0,198012,19712.0,High Tier,LGA,DDR4,1
14.0,14.0,3300.0,165.0,86.0,198014,19712.0,High Tier,LGA,DDR4,1
18.0,14.0,3000.0,165.0,86.0,198017,25344.0,High Tier,LGA,DDR4,1
2.0,14.0,3600.0,35.0,100.0,201903,4096.0,Low Tier,LGA,DDR4,1
8.0,14.0,2400.0,45.0,100.0,201838,16384.0,High Tier,BGA,DDR4,1
10.0,14.0,1900.0,35.0,100.0,199324,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,2800.0,65.0,100.0,199328,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,2800.0,65.0,100.0,199329,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,3700.0,125.0,100.0,199331,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,2800.0,65.0,100.0,203902,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,1800.0,35.0,100.0,203901,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,3700.0,125.0,100.0,199332,20480.0,High Tier,LGA,DDR4,1
8.0,14.0,2400.0,45.0,100.0,203682,16384.0,High Tier,BGA,DDR4,1
10.0,14.0,3600.0,125.0,100.0,205904,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,3600.0,125.0,100.0,204448,20480.0,High Tier,LGA,DDR4,1
8.0,14.0,2500.0,65.0,100.0,212252,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,2500.0,65.0,100.0,212254,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,1500.0,35.0,100.0,212256,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3500.0,125.0,100.0,212321,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3500.0,125.0,100.0,212325,16384.0,High Tier,LGA,DDR4,1
8.0,10.0,2688.8255892255893,54.0,100.0,213798,24576.0,High Tier,BGA,Other,1
8.0,10.0,2688.8255892255893,54.0,100.0,213800,24576.0,High Tier,BGA,Other,1
8.0,10.0,2688.8255892255893,54.0,100.0,213801,24576.0,High Tier,BGA,Other,1
4.0,10.0,2688.8255892255893,54.0,100.0,208662,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208664,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208921,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,1800.0,15.0,100.0,208076,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,1800.0,15.0,100.0,208082,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,196655,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,197384,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208663,12288.0,Mid Tier,BGA,LPDDR4,1
8.0,14.0,2500.0,65.0,100.0,212280,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,2500.0,65.0,100.0,212279,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,1400.0,35.0,100.0,212251,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3600.0,125.0,100.0,212048,16384.0,Mid Tier,LGA,DDR4,1
8.0,14.0,3600.0,125.0,100.0,212047,16384.0,Mid Tier,LGA,DDR4,1
8.0,10.0,2688.8255892255893,54.0,100.0,213799,24576.0,Mid Tier,BGA,Other,1
8.0,10.0,2688.8255892255893,54.0,100.0,213803,24576.0,Mid Tier,BGA,Other,1
4.0,10.0,2688.8255892255893,54.0,100.0,217181,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,217187,12288.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,217182,12288.0,Mid Tier,BGA,LPDDR4,1
6.0,10.0,2688.8255892255893,54.0,100.0,213802,18432.0,Mid Tier,BGA,Other,1
2.0,14.0,3500.0,58.0,100.0,201899,4096.0,Low Tier,LGA,DDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208659,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,196656,8192.0,Mid Tier,BGA,LPDDR4,1
6.0,14.0,1700.0,35.0,100.0,212278,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,3900.0,125.0,100.0,212276,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,3900.0,125.0,100.0,212275,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2800.0,65.0,100.0,212274,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,1300.0,35.0,100.0,212273,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,1500.0,35.0,100.0,212272,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2600.0,65.0,100.0,212271,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2600.0,65.0,100.0,212270,12288.0,Mid Tier,LGA,DDR4,1
6.0,14.0,2700.0,65.0,100.0,212277,12288.0,Mid Tier,LGA,DDR4,1
6.0,10.0,2688.8255892255893,54.0,100.0,213804,12288.0,Mid Tier,BGA,Other,1
6.0,10.0,2688.8255892255893,54.0,100.0,213805,12288.0,Mid Tier,BGA,Other,1
6.0,10.0,2688.8255892255893,54.0,100.0,213806,12288.0,Mid Tier,BGA,Other,1
4.0,10.0,2688.8255892255893,54.0,100.0,217184,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,217185,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,217183,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,14.0,3700.0,65.0,100.0,199281,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3000.0,35.0,100.0,199282,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3600.0,65.0,100.0,199283,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3000.0,35.0,100.0,199284,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,2300.0,35.0,100.0,203899,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3200.0,65.0,100.0,203898,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3600.0,65.0,100.0,203473,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3700.0,65.0,100.0,203474,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3000.0,35.0,100.0,201898,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3700.0,65.0,100.0,201894,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3800.0,65.0,100.0,201893,8192.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3000.0,35.0,100.0,201890,6144.0,Mid Tier,LGA,DDR4,1
4.0,14.0,3900.0,65.0,100.0,201889,8192.0,Mid Tier,LGA,DDR4,1
2.0,10.0,2688.8255892255893,54.0,100.0,208920,6144.0,Mid Tier,BGA,LPDDR4,1
2.0,10.0,2688.8255892255893,54.0,100.0,208652,6144.0,Mid Tier,BGA,LPDDR4,1
2.0,10.0,2688.8255892255893,54.0,100.0,208651,6144.0,Mid Tier,BGA,LPDDR4,1
10.0,14.0,3700.0,165.0,94.0,198019,19712.0,High Tier,LGA,DDR4,1
8.0,10.0,3300.0,65.0,100.0,215570,24576.0,High Tier,BGA,Other,1
8.0,10.0,2688.8255892255893,54.0,100.0,217379,24576.0,Mid Tier,BGA,DDR4,1
6.0,10.0,2688.8255892255893,54.0,100.0,217369,12288.0,Mid Tier,BGA,DDR4,1
2.0,10.0,2200.0,15.0,100.0,208079,6144.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,208656,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,209735,8192.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,209736,8192.0,Mid Tier,BGA,LPDDR4,1
2.0,10.0,2200.0,15.0,100.0,208074,6144.0,Mid Tier,BGA,LPDDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,217371,8192.0,Mid Tier,BGA,DDR4,1
10.0,10.0,2300.0,105.0,88.0,215283,15360.0,High Tier,LGA,DDR4,1
12.0,14.0,2400.0,100.0,79.0,197100,16896.0,High Tier,LGA,DDR4,1
10.0,14.0,2300.0,95.0,91.0,199344,14080.0,High Tier,LGA,DDR4,1
8.0,14.0,3200.0,130.0,79.0,199349,11264.0,High Tier,LGA,DDR4,1
16.0,10.0,2400.0,135.0,86.0,215269,24576.0,High Tier,LGA,DDR4,1
20.0,10.0,2300.0,150.0,84.0,215270,30720.0,High Tier,LGA,DDR4,1
8.0,10.0,2800.0,105.0,76.0,215275,12288.0,High Tier,LGA,DDR4,1
12.0,10.0,2100.0,120.0,82.0,215277,18432.0,High Tier,LGA,DDR4,1
8.0,14.0,1800.0,85.0,77.0,123544,11264.0,High Tier,LGA,DDR4,1
8.0,14.0,2100.0,85.0,77.0,123547,11264.0,High Tier,LGA,DDR4,1
8.0,14.0,2000.0,70.0,90.0,123549,11264.0,High Tier,LGA,DDR4,1
10.0,14.0,2200.0,85.0,78.0,123550,14080.0,High Tier,LGA,DDR4,1
4.0,14.0,2600.0,85.0,76.0,123551,8448.0,High Tier,LGA,DDR4,1
10.0,14.0,2200.0,85.0,92.0,126153,14080.0,High Tier,LGA,DDR4,1
12.0,14.0,2100.0,85.0,91.0,126155,16896.0,High Tier,LGA,DDR4,1
12.0,14.0,2100.0,85.0,76.0,120481,16896.0,High Tier,LGA,DDR4,1
8.0,14.0,3000.0,105.0,100.0,137057,11264.0,High Tier,LGA,DDR4,1
8.0,14.0,2200.0,70.0,91.0,193382,11264.0,High Tier,LGA,DDR4,1
10.0,14.0,2200.0,85.0,78.0,193384,14080.0,High Tier,LGA,DDR4,1
12.0,14.0,2200.0,85.0,77.0,193385,16896.0,High Tier,LGA,DDR4,1
8.0,14.0,1900.0,85.0,78.0,197101,11264.0,High Tier,LGA,DDR4,1
6.0,14.0,1700.0,85.0,78.0,123546,8448.0,High Tier,LGA,DDR4,1
8.0,14.0,1700.0,85.0,77.0,123540,11264.0,High Tier,LGA,DDR4,1
6.0,14.0,1900.0,85.0,77.0,193381,8448.0,High Tier,LGA,DDR4,1
6.0,14.0,3500.0,95.0,100.0,214806,12288.0,High Tier,LGA,DDR4,1
8.0,14.0,2100.0,85.0,78.0,193390,11264.0,High Tier,LGA,DDR4,1
16.0,14.0,2100.0,100.0,79.0,193394,22528.0,High Tier,LGA,DDR4,1
12.0,14.0,2200.0,85.0,77.0,193553,16896.0,High Tier,LGA,DDR4,1
8.0,14.0,2500.0,85.0,77.0,193389,11264.0,High Tier,LGA,DDR4,1
10.0,14.0,2400.0,100.0,84.0,197098,14080.0,High Tier,LGA,DDR4,1
8.0,14.0,3700.0,95.0,100.0,193743,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3400.0,80.0,100.0,193745,16384.0,High Tier,LGA,DDR4,1
6.0,14.0,3400.0,80.0,100.0,195325,12288.0,High Tier,LGA,DDR4,1
8.0,14.0,2000.0,35.0,100.0,195323,16384.0,High Tier,LGA,DDR4,1
6.0,14.0,2000.0,25.0,100.0,193748,12288.0,High Tier,BGA,DDR4,1
4.0,14.0,1700.0,25.0,100.0,193744,8192.0,High Tier,BGA,DDR4,1
6.0,14.0,2800.0,45.0,100.0,193742,12288.0,High Tier,BGA,DDR4,1
4.0,14.0,2600.0,45.0,100.0,193741,8192.0,High Tier,BGA,DDR4,1
6.0,14.0,3700.0,80.0,100.0,134860,12288.0,High Tier,LGA,DDR4,1
6.0,14.0,2700.0,45.0,100.0,134867,12288.0,High Tier,BGA,DDR3,1
6.0,14.0,2900.0,45.0,100.0,134859,12288.0,High Tier,BGA,DDR3,1
4.0,14.0,3200.0,65.0,100.0,134929,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,3500.0,80.0,100.0,134866,12288.0,High Tier,LGA,DDR4,1
4.0,14.0,3800.0,71.0,100.0,134864,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,3300.0,80.0,100.0,134863,12288.0,High Tier,LGA,DDR4,1
4.0,10.0,2688.8255892255893,54.0,100.0,217378,8192.0,High Tier,BGA,DDR4,1
4.0,14.0,3600.0,71.0,100.0,134862,8192.0,High Tier,LGA,DDR4,1
4.0,14.0,3500.0,71.0,100.0,134858,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,3300.0,80.0,100.0,134857,12288.0,High Tier,LGA,DDR4,1
4.0,14.0,3300.0,71.0,100.0,134856,8192.0,High Tier,LGA,DDR4,1
4.0,14.0,3400.0,71.0,100.0,134854,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,3800.0,95.0,100.0,134855,12288.0,High Tier,LGA,DDR4,1
6.0,14.0,4000.0,95.0,100.0,191033,12288.0,High Tier,LGA,DDR4,1
6.0,14.0,3800.0,80.0,100.0,191035,12288.0,High Tier,LGA,DDR4,1
4.0,14.0,3400.0,71.0,100.0,191036,8192.0,High Tier,LGA,DDR4,1
4.0,14.0,3500.0,71.0,100.0,191037,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,4000.0,125.0,100.0,212264,12288.0,High Tier,LGA,DDR4,1
10.0,14.0,1900.0,35.0,100.0,199341,20480.0,High Tier,LGA,DDR4,1
6.0,14.0,2800.0,45.0,100.0,201908,12288.0,High Tier,BGA,DDR4,1
8.0,14.0,2400.0,45.0,100.0,201909,16384.0,High Tier,BGA,DDR4,1
6.0,14.0,3500.0,80.0,100.0,203892,12288.0,High Tier,LGA,DDR4,1
6.0,14.0,2400.0,35.0,100.0,203895,12288.0,High Tier,LGA,DDR4,1
28.0,14.0,2500.0,205.0,76.0,193752,39424.0,High Tier,LGA,DDR4,1
24.0,14.0,2700.0,205.0,78.0,193750,33792.0,High Tier,LGA,DDR4,1
12.0,14.0,3300.0,180.0,72.0,193749,19712.0,High Tier,LGA,DDR4,1
8.0,14.0,3700.0,160.0,68.0,193747,16896.0,High Tier,LGA,DDR4,1
24.0,14.0,2700.0,205.0,78.0,193746,33792.0,High Tier,LGA,DDR4,1
8.0,14.0,3500.0,160.0,68.0,193739,16896.0,High Tier,LGA,DDR4,1
16.0,14.0,3200.0,205.0,77.0,193751,22528.0,High Tier,LGA,DDR4,1
14.0,14.0,3300.0,165.0,62.0,198010,19712.0,High Tier,LGA,DDR4,1
18.0,14.0,3000.0,165.0,61.0,198011,25344.0,High Tier,LGA,DDR4,1
12.0,14.0,3500.0,165.0,61.0,198015,19712.0,High Tier,LGA,DDR4,1
10.0,14.0,3700.0,165.0,62.0,198016,19712.0,High Tier,LGA,DDR4,1
4.0,14.0,3600.0,120.0,64.0,198018,8448.0,High Tier,LGA,DDR4,1
6.0,14.0,3800.0,130.0,64.0,198608,8448.0,High Tier,LGA,DDR4,1
4.0,14.0,2900.0,120.0,66.0,125038,8448.0,High Tier,LGA,DDR4,1
4.0,14.0,3200.0,120.0,66.0,125039,8448.0,High Tier,LGA,DDR4,1
6.0,14.0,3600.0,140.0,65.0,125040,8448.0,High Tier,LGA,DDR4,1
10.0,14.0,3300.0,140.0,68.0,125042,14080.0,High Tier,LGA,DDR4,1
8.0,14.0,3700.0,140.0,70.0,126707,11264.0,High Tier,LGA,DDR4,1
4.0,14.0,4000.0,120.0,64.0,126708,8448.0,High Tier,LGA,DDR4,1
6.0,14.0,3700.0,140.0,64.0,126709,8448.0,High Tier,LGA,DDR4,1
18.0,14.0,2300.0,140.0,66.0,126793,25344.0,High Tier,LGA,DDR4,1
14.0,14.0,2500.0,140.0,100.0,130046,19456.0,High Tier,LGA,DDR4,1
4.0,14.0,3600.0,120.0,65.0,125036,8448.0,High Tier,LGA,DDR4,1
28.0,14.0,3100.0,255.0,85.0,189452,39424.0,High Tier,LGA,DDR4,1
28.0,14.0,2500.0,205.0,76.0,193754,39424.0,High Tier,LGA,DDR4,1
8.0,14.0,3900.0,155.0,59.0,198609,16896.0,High Tier,LGA,DDR4,1
4.0,14.0,4100.0,105.0,61.0,198610,8448.0,High Tier,LGA,DDR4,1
6.0,14.0,3300.0,80.0,100.0,199274,12288.0,High Tier,LGA,DDR4,1
10.0,14.0,3700.0,125.0,100.0,199336,20480.0,High Tier,LGA,DDR4,1
10.0,14.0,3200.0,80.0,100.0,199337,20480.0,High Tier,LGA,DDR4,1
8.0,14.0,3400.0,80.0,100.0,199339,16384.0,High Tier,LGA,DDR4,1
6.0,14.0,4100.0,125.0,100.0,199340,12288.0,High Tier,LGA,DDR4,1
10.0,14.0,3500.0,95.0,100.0,203903,20480.0,High Tier,LGA,DDR4,1
8.0,14.0,3400.0,80.0,100.0,203904,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,2000.0,35.0,100.0,203905,16384.0,High Tier,LGA,DDR4,1
10.0,14.0,1800.0,35.0,100.0,203907,20480.0,High Tier,LGA,DDR4,1
8.0,14.0,3800.0,125.0,100.0,199338,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,1500.0,35.0,100.0,212269,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3500.0,125.0,100.0,212268,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3600.0,125.0,100.0,212266,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,2900.0,80.0,100.0,212265,16384.0,High Tier,LGA,DDR4,1
6.0,14.0,3300.0,80.0,100.0,212263,12288.0,High Tier,LGA,DDR4,1
8.0,14.0,2800.0,80.0,100.0,212267,16384.0,High Tier,LGA,DDR4,1
8.0,10.0,2688.8255892255893,54.0,100.0,213796,24576.0,High Tier,BGA,Other,1
6.0,10.0,2688.8255892255893,54.0,100.0,213797,18432.0,High Tier,BGA,Other,1
12.0,10.0,3500.0,220.0,68.0,217247,21504.0,High Tier,LGA,DDR4,1
24.0,10.0,3000.0,250.0,73.0,217245,36864.0,High Tier,LGA,DDR4,1
16.0,10.0,3400.0,250.0,68.0,217244,24576.0,High Tier,LGA,DDR4,1
32.0,10.0,2700.0,270.0,77.0,217243,49152.0,High Tier,LGA,DDR4,1
38.0,10.0,2500.0,270.0,80.0,217246,58368.0,High Tier,LGA,DDR4,1
8.0,10.0,2688.8255892255893,54.0,100.0,217367,24576.0,High Tier,BGA,DDR4,1
8.0,10.0,1500.0,25.0,100.0,217368,24576.0,High Tier,BGA,DDR4,1
4.0,10.0,1800.0,25.0,100.0,217375,8192.0,High Tier,BGA,DDR4,1
6.0,10.0,2688.8255892255893,54.0,100.0,217376,12288.0,High Tier,BGA,DDR4,1
6.0,10.0,1900.0,25.0,100.0,217377,12288.0,High Tier,BGA,DDR4,1
6.0,14.0,3400.0,80.0,100.0,191038,12288.0,High Tier,LGA,DDR4,1
4.0,14.0,3600.0,71.0,100.0,191039,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,3400.0,80.0,100.0,191040,12288.0,High Tier,LGA,DDR4,1
4.0,14.0,3800.0,71.0,100.0,191041,8192.0,High Tier,LGA,DDR4,1
4.0,14.0,4000.0,83.0,100.0,191042,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,2800.0,45.0,100.0,192989,12288.0,High Tier,BGA,DDR3,1
8.0,14.0,2400.0,45.0,100.0,192993,16384.0,High Tier,BGA,DDR3,1
6.0,14.0,3600.0,80.0,100.0,191043,12288.0,High Tier,LGA,DDR4,1
8.0,14.0,3300.0,80.0,100.0,195334,16384.0,High Tier,LGA,DDR4,1
6.0,14.0,2900.0,65.0,100.0,212253,12288.0,High Tier,LGA,DDR4,1
4.0,14.0,3100.0,65.0,100.0,212255,8192.0,High Tier,LGA,DDR4,1
6.0,14.0,3200.0,80.0,100.0,212257,12288.0,High Tier,LGA,DDR4,1
4.0,14.0,3400.0,65.0,100.0,212258,8192.0,High Tier,LGA,DDR4,1
4.0,14.0,2800.0,65.0,100.0,212259,8192.0,High Tier,LGA,DDR4,1
4.0,14.0,3700.0,80.0,100.0,212260,8192.0,High Tier,LGA,DDR4,1
8.0,14.0,2600.0,65.0,100.0,212261,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,2800.0,80.0,100.0,212262,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,3200.0,95.0,100.0,214805,16384.0,High Tier,LGA,DDR4,1
8.0,14.0,2300.0,45.0,105.0,193696,12288.0,High Tier,BGA,DDR3,1
12.0,14.0,2000.0,85.0,100.0,136439,17408.0,High Tier,BGA,DDR4,1
16.0,14.0,2000.0,110.0,100.0,136440,22528.0,High Tier,BGA,DDR4,1
16.0,14.0,2200.0,100.0,100.0,136441,22528.0,High Tier,BGA,DDR4,1
4.0,14.0,2200.0,60.0,100.0,136429,8192.0,High Tier,BGA,DDR4,1
18.0,14.0,1600.0,86.0,100.0,129488,25344.0,High Tier,BGA,DDR4,1
8.0,14.0,2200.0,65.0,100.0,136431,11264.0,High Tier,BGA,DDR4,1
6.0,14.0,2900.0,55.0,105.0,193693,9216.0,High Tier,BGA,DDR3,1
6.0,14.0,2500.0,45.0,105.0,193694,9216.0,High Tier,BGA,DDR3,1
8.0,14.0,1500.0,30.0,105.0,193695,12288.0,High Tier,BGA,DDR3,1
8.0,14.0,2800.0,65.0,105.0,193680,12288.0,High Tier,BGA,DDR3,1
